% Transfer function for transducer: 19PM1620G measured at 0.5 V amplitude within a frequency range of 101 Hz and 50000 Hz
% Data written on: 2015/02/26
% Frequency(Hz)	Re(Hbx)(m/V)	Im(Hbx)(m/V)
3.720100000000000000e+04	5.622271665213232249e-07	3.652688286865220812e-07
3.730100000000000000e+04	5.452040494719674550e-07	4.728797801004772511e-07
3.740100000000000000e+04	5.431912561718363950e-07	5.739307254148655021e-07
3.750100000000000000e+04	5.299693170893243732e-07	6.827465725296177280e-07
3.760100000000000000e+04	5.223801069567495588e-07	8.033525884681331614e-07
3.770100000000000000e+04	5.116785267464196605e-07	9.216219915049148967e-07
3.780100000000000000e+04	4.819717830375188246e-07	1.005221453899302213e-06
3.790100000000000000e+04	4.501008036696583602e-07	1.122292276415117901e-06
3.800100000000000000e+04	4.292737356972247162e-07	1.251290328536996497e-06
3.810100000000000000e+04	4.414050842872216077e-07	1.415529801028444044e-06
3.820100000000000000e+04	4.864952258457232874e-07	1.558217339289198510e-06
3.830100000000000000e+04	5.515307491566345832e-07	1.682878778151134295e-06
3.840100000000000000e+04	5.526836254778556660e-07	1.814239478602889660e-06
3.850100000000000000e+04	5.324899079561836303e-07	2.012191337308091082e-06
3.860100000000000000e+04	5.256686931965537225e-07	2.352623748293383728e-06
3.870100000000000000e+04	7.237573528979412619e-07	2.890859198040609872e-06
3.880100000000000000e+04	1.375226515581969575e-06	3.517125122606614963e-06
3.890100000000000000e+04	2.530698130139644356e-06	3.826066046523170282e-06
3.900100000000000000e+04	3.822224196679439548e-06	3.623944322594704153e-06
3.910100000000000000e+04	4.835445755051101039e-06	3.251337283602440683e-06
3.920100000000000000e+04	5.391231343312598386e-06	2.966147373971781916e-06
3.930100000000000000e+04	5.610160879546323708e-06	2.739009493430978808e-06
3.940100000000000000e+04	5.801512770347290930e-06	2.478327314968244879e-06
3.950100000000000000e+04	6.018879746934579830e-06	2.140169291634022321e-06
3.960100000000000000e+04	6.254381708744017568e-06	1.772940009892699642e-06
3.970100000000000000e+04	6.467017250047565750e-06	1.372248295136655774e-06
3.980100000000000000e+04	6.674469729661501385e-06	9.838896392603264891e-07
3.990100000000000000e+04	6.824307460388174439e-06	6.277064346508198648e-07
4.000100000000000000e+04	6.930166376495361967e-06	2.715885810047869534e-07
4.010100000000000000e+04	7.014595105057215452e-06	-4.896801147142478849e-08
4.020100000000000000e+04	7.064895053194524989e-06	-4.001745868527789296e-07
4.030100000000000000e+04	7.075547460937534245e-06	-7.076003953624777576e-07
4.040100000000000000e+04	7.072206880928285637e-06	-1.022610153126616651e-06
4.050100000000000000e+04	7.021405381058696159e-06	-1.287587775460585580e-06
4.060100000000000000e+04	6.950913113275860253e-06	-1.529765915561467725e-06
4.070100000000000000e+04	6.895135330437508082e-06	-1.713795273107926303e-06
4.080100000000000000e+04	6.782543247056306234e-06	-1.880961239722831418e-06
4.090100000000000000e+04	6.748769210508104982e-06	-2.023209919725586257e-06
4.100100000000000000e+04	6.706803926565839975e-06	-2.230573610916441435e-06
4.110100000000000000e+04	6.635501944108301312e-06	-2.422147101826689478e-06
4.120100000000000000e+04	6.552031734497777795e-06	-2.630679461921335100e-06
4.130100000000000000e+04	6.479869219565532387e-06	-2.854437836170489700e-06
4.140100000000000000e+04	6.315208720812510833e-06	-3.039461838295731526e-06
4.150100000000000000e+04	6.171041226884886977e-06	-3.167818387875398253e-06
4.160100000000000000e+04	5.973545789590575553e-06	-3.304483206636652135e-06
4.170100000000000000e+04	5.804383938233924067e-06	-3.371720958399914589e-06
4.180100000000000000e+04	5.595180649194238019e-06	-3.385964484136995489e-06
4.190100000000000000e+04	5.384622379409816614e-06	-3.370937640411945524e-06
4.200100000000000000e+04	5.141975067637067392e-06	-3.277162336213854116e-06
4.210100000000000000e+04	4.969363787783417646e-06	-3.158434691955089221e-06
4.220100000000000000e+04	4.809780256166075681e-06	-2.977478784084825254e-06
4.230100000000000000e+04	4.689507488155792026e-06	-2.773717570686616565e-06
4.240100000000000000e+04	4.660414553877359320e-06	-2.585576333298763642e-06
4.250100000000000000e+04	4.683873223259660615e-06	-2.500559973979089831e-06
4.260100000000000000e+04	4.704388083840816872e-06	-2.509619412442750243e-06
4.270100000000000000e+04	4.653865417050367802e-06	-2.595670564196686910e-06
4.280100000000000000e+04	4.648301184967813161e-06	-2.654068181003216834e-06
4.290100000000000000e+04	4.678467434927866572e-06	-2.674307593498660022e-06
4.300100000000000000e+04	4.811172481904221443e-06	-2.767810632605383364e-06
4.310100000000000000e+04	4.878321126834568995e-06	-3.021613130397571419e-06
4.320100000000000000e+04	4.778511702909459658e-06	-3.391632836383036724e-06
4.330100000000000000e+04	4.438163924919029185e-06	-3.630374704560181573e-06
4.340100000000000000e+04	4.148048322812516869e-06	-3.783926232468863407e-06
4.350100000000000000e+04	3.893090614848160440e-06	-3.781210079393625247e-06
4.360100000000000000e+04	3.709023105663416787e-06	-3.742832800850357926e-06
4.370100000000000000e+04	3.525364045299264012e-06	-3.709597379343104611e-06
4.380100000000000000e+04	3.372275434021600954e-06	-3.760259435014122307e-06
4.390100000000000000e+04	3.169323480474476865e-06	-3.734879796307849040e-06
4.400100000000000000e+04	2.963235388395612987e-06	-3.700599786639505694e-06
4.410100000000000000e+04	2.778189803612047265e-06	-3.637377117211379191e-06
4.420100000000000000e+04	2.612725350422068726e-06	-3.573772417787458352e-06
4.430100000000000000e+04	2.476557902563739074e-06	-3.444919929336370779e-06
4.440100000000000000e+04	2.405027777558371020e-06	-3.323422023059686782e-06
4.450100000000000000e+04	2.394807740499828685e-06	-3.206382283434733856e-06
4.460100000000000000e+04	2.399683097050429870e-06	-3.172493631757530778e-06
4.470100000000000000e+04	2.355585252783718314e-06	-3.209860243243343095e-06
4.480100000000000000e+04	2.271719336809630979e-06	-3.248254545500408916e-06
4.490100000000000000e+04	2.144394160418593256e-06	-3.283386626624885175e-06
4.500100000000000000e+04	2.032407404392353687e-06	-3.298072954413387826e-06
4.510100000000000000e+04	1.902307997833646312e-06	-3.262441161519892742e-06
4.520100000000000000e+04	1.778074079484055254e-06	-3.225901000268407088e-06
4.530100000000000000e+04	1.675646316201958677e-06	-3.199981577723756031e-06
4.540100000000000000e+04	1.574239703226419134e-06	-3.126687052957280322e-06
4.550100000000000000e+04	1.470412429623239027e-06	-3.038971232027520818e-06
4.560100000000000000e+04	1.380345930764454754e-06	-2.973687437474764152e-06
4.570100000000000000e+04	1.294628595284420037e-06	-2.920675022517750232e-06
4.580100000000000000e+04	1.198040823269128593e-06	-2.794669344367391091e-06
4.590100000000000000e+04	1.128110486404278632e-06	-2.720663134075287621e-06
4.600100000000000000e+04	1.061492747439528966e-06	-2.635621112242148663e-06
4.610100000000000000e+04	1.001167526444224083e-06	-2.516463268899487281e-06
4.620100000000000000e+04	9.551990169703044125e-07	-2.389196080048299196e-06
4.630100000000000000e+04	9.385158440715547769e-07	-2.316479804941551850e-06
4.640100000000000000e+04	9.275783913033981871e-07	-2.198003946479941238e-06
4.650100000000000000e+04	9.345951549506501848e-07	-2.128561485084773794e-06
4.660100000000000000e+04	9.208378803263682712e-07	-2.096032472936116649e-06
4.670100000000000000e+04	8.782217556427768271e-07	-2.084517051311891325e-06
4.680100000000000000e+04	8.169791071705095229e-07	-1.994233376020440442e-06
4.690100000000000000e+04	7.657803928014902734e-07	-1.952353642215902675e-06
4.700100000000000000e+04	7.117724252124141934e-07	-1.880745054856547676e-06
4.710100000000000000e+04	6.611741821093099858e-07	-1.775097395350184312e-06
4.720100000000000000e+04	6.135060978932752510e-07	-1.634224961083162517e-06
4.730100000000000000e+04	5.904809279755532085e-07	-1.537570108446376508e-06
4.740100000000000000e+04	5.560187996262248611e-07	-1.365657430095283222e-06
4.750100000000000000e+04	5.364542951673571721e-07	-1.193443582421308466e-06
4.760100000000000000e+04	5.543576544355072396e-07	-9.830682780444273823e-07
4.770100000000000000e+04	6.381021464953694635e-07	-7.526664584621875429e-07
4.780100000000000000e+04	8.005532532438609442e-07	-5.040163120696598292e-07
4.790100000000000000e+04	1.068171643270594780e-06	-3.559830531871916335e-07
4.800100000000000000e+04	1.331189370304771178e-06	-2.944086209362345931e-07
4.810100000000000000e+04	1.511241134646681236e-06	-2.719685112823061994e-07
4.820100000000000000e+04	1.677113817015873652e-06	-1.867094924727859375e-07
4.830100000000000000e+04	2.104079332704824894e-06	-8.759066871725084364e-08
4.840100000000000000e+04	2.574407950509606054e-06	-2.070990472193396372e-07
4.850100000000000000e+04	3.060476160603999382e-06	-6.788149370045334696e-07
4.860100000000000000e+04	3.349468114562512492e-06	-1.412222813511320189e-06
4.870100000000000000e+04	3.401018960924623583e-06	-2.209077182805735195e-06
4.880100000000000000e+04	2.910055222616087593e-06	-2.632949187489236957e-06
4.890100000000000000e+04	2.589388054916241266e-06	-3.035794536362412673e-06
4.900100000000000000e+04	2.214119664920354106e-06	-3.198411845821581546e-06
4.910100000000000000e+04	1.812624598033824028e-06	-3.156929360633302812e-06
4.920100000000000000e+04	1.449335629632907260e-06	-2.921788808675856248e-06
4.930100000000000000e+04	1.355527161086603124e-06	-3.107804738695965631e-06
4.940100000000000000e+04	1.086671152472925890e-06	-2.794972917495835551e-06
4.950100000000000000e+04	9.051274366816681037e-07	-2.595982696099284671e-06
4.960100000000000000e+04	8.258225296100305689e-07	-2.603872924590494409e-06
4.970100000000000000e+04	8.805312230143333328e-07	-3.035366095379716106e-06
4.980100000000000000e+04	5.921003103494599340e-07	-2.191994433831206100e-06
4.990100000000000000e+04	5.987896935155438258e-07	-2.324031312197142029e-06
